,Title,Text,Summary,URL
292,2014 in film - Wikipedia,"In his article highlighting the best films of 2014, Richard Brody of The New Yorker stated, ""The great surge in American filmmaking in the past ten years is due to independent financing at all levels. The American independent cinema is right now the flower of the world, but independence isn't in itself a merit badge. Artistically, the films in question range from the majestic to the meretricious. Independent financing has set truly imaginative directors into free flight. This is a moment of extraordinary cinematic invention—of filmmakers, working at a wide range of budget levels, coming up with original and personal ideas about movies and how to make them. On the other hand, this independent surge has also created a new class of culturally respectable directors and films, an ostensible art cinema that flows into the mainstream. True independent filmmaking has always been a tough proposition in the marketplace, let alone at the multiplex. Its commercial obstacles are an increasing problem even for established professionals, who now take their place alongside street-level independents. Filmmakers rightly worry that it's becoming more difficult than ever to make a salable movie, to make a living making movies. If films are becoming like books, where the artistically ambitious ones are only rarely big hits, then directors working outside Hollywood will become more and more like novelists, who often need to supplement their income with teaching or other outside jobs. As independent films become increasingly marginalized in the marketplace, this loss of status risks marginalizing critics as well—which is why the re-professionalization of the movie business has become a matter of critical advocacy.""[1]
","In his article highlighting the best films of 2014, Richard Brody of The New Yorker stated, ""The great surge in American filmmaking in the past ten years is due to independent financing at all levels. The American independent cinema is right now the flower of the world, but independence isn't in itself a merit badge. Artistically, the films in question range from the majestic to the meretricious. Independent financing has set truly imaginative directors into free flight. This is a moment of extraordinary cinematic invention—of filmmakers, working at a wide range of budget levels, coming up with original and personal ideas about movies and how to make them. On the other hand, this independent surge has also created a new class of culturally respectable directors and films, an ostensible art cinema that flows into the mainstream. True independent filmmaking has always been a tough proposition in the marketplace, let alone at the multiplex. Its commercial obstacles are an increasing problem even for established professionals, who now take their place alongside street-level independents. Filmmakers rightly worry that it's becoming more difficult than ever to make a salable movie, to make a living making movies. If films are becoming like books, where the artistically ambitious ones are only rarely big hits, then directors working outside Hollywood will become more and more like novelists, who often need to supplement their income with teaching or other outside jobs. As independent films become increasingly marginalized in the marketplace, this loss of status risks marginalizing critics as well—which is why the re-professionalization of the movie business has become a matter of critical advocacy.""[1]
",https://en.wikipedia.org/wiki/2014_in_film
293,Pacific Rim (film) - Wikipedia,"Pacific Rim is a 2013 American science fiction monster film directed by Guillermo del Toro, starring Charlie Hunnam, Idris Elba, Rinko Kikuchi, Charlie Day, Robert Kazinsky, Max Martini, and Ron Perlman, and the first film in the Pacific Rim franchise. The screenplay was written by Travis Beacham and del Toro from a story by Beacham. The film is set in the future, when Earth is at war with the Kaiju,[a] colossal sea monsters which have emerged from an interdimensional portal on the bottom of the Pacific Ocean. To combat the monsters, humanity unites to create the Jaegers,[b] gigantic humanoid mechas, each controlled by two co-pilots whose minds are joined by a mental link. Focusing on the war's later days, the story follows Raleigh Becket, a washed-up Jaeger pilot called out of retirement and teamed with rookie pilot Mako Mori as part of a last-ditch effort to defeat the Kaiju.
","Pacific Rim is a 2013 American science fiction monster film directed by Guillermo del Toro, starring Charlie Hunnam, Idris Elba, Rinko Kikuchi, Charlie Day, Robert Kazinsky, Max Martini, and Ron Perlman, and the first film in the Pacific Rim franchise. The screenplay was written by Travis Beacham and del Toro from a story by Beacham. The film is set in the future, when Earth is at war with the Kaiju,[a] colossal sea monsters which have emerged from an interdimensional portal on the bottom of the Pacific Ocean. To combat the monsters, humanity unites to create the Jaegers,[b] gigantic humanoid mechas, each controlled by two co-pilots whose minds are joined by a mental link. Focusing on the war's later days, the story follows Raleigh Becket, a washed-up Jaeger pilot called out of retirement and teamed with rookie pilot Mako Mori as part of a last-ditch effort to defeat the Kaiju.
",https://en.wikipedia.org/wiki/Pacific_Rim_(film)
294,Chappie (film) - Wikipedia,"Chappie (stylized as CHAPPiE) is a 2015 American dystopian science fiction action film[4] directed by Neill Blomkamp and written by Blomkamp and Terri Tatchell. It stars Sharlto Copley, Dev Patel, Hugh Jackman, Ninja, Yolandi Visser, Jose Pablo Cantillo, and Sigourney Weaver. The film, set and shot in Johannesburg, is about an artificial general intelligence law enforcement robot captured and taught by gangsters, who nickname it Chappie.
","Chappie (stylized as CHAPPiE) is a 2015 American dystopian science fiction action film[4] directed by Neill Blomkamp and written by Blomkamp and Terri Tatchell. It stars Sharlto Copley, Dev Patel, Hugh Jackman, Ninja, Yolandi Visser, Jose Pablo Cantillo, and Sigourney Weaver. The film, set and shot in Johannesburg, is about an artificial general intelligence law enforcement robot captured and taught by gangsters, who nickname it Chappie.
",https://en.wikipedia.org/wiki/Chappie_(film)
295,Tomorrowland (film) - Wikipedia,"Tomorrowland (also known as Project T in some regions and subtitled A World Beyond in some other regions) is a 2015 American science fiction film directed by Brad Bird, with a screenplay by Bird and Damon Lindelof, based on a story by Bird, Lindelof, and Jeff Jensen. It stars George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn, and Keegan-Michael Key. In the film, a disillusioned genius inventor (Clooney) and a teenage science enthusiast (Robertson) embark to an intriguing alternate dimension known as ""Tomorrowland,"" where their actions directly affect their own world.
","Tomorrowland (also known as Project T in some regions and subtitled A World Beyond in some other regions) is a 2015 American science fiction film directed by Brad Bird, with a screenplay by Bird and Damon Lindelof, based on a story by Bird, Lindelof, and Jeff Jensen. It stars George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn, and Keegan-Michael Key. In the film, a disillusioned genius inventor (Clooney) and a teenage science enthusiast (Robertson) embark to an intriguing alternate dimension known as ""Tomorrowland,"" where their actions directly affect their own world.
",https://en.wikipedia.org/wiki/Tomorrowland_(film)
296,Ghost in the Shell (2017 film) - Wikipedia,"Ghost in the Shell is a 2017 science fiction action film[9] directed by Rupert Sanders and written by Jamie Moss, William Wheeler and Ehren Kruger, based on the Japanese manga of the same name by Masamune Shirow. It stars Scarlett Johansson, Takeshi Kitano, Michael Pitt, Pilou Asbæk, Chin Han and Juliette Binoche. Set in a near future when the line between humans and robots is blurring, the plot follows the Major (Johansson), a cyborg supersoldier who investigates her past.
","Ghost in the Shell is a 2017 science fiction action film[9] directed by Rupert Sanders and written by Jamie Moss, William Wheeler and Ehren Kruger, based on the Japanese manga of the same name by Masamune Shirow. It stars Scarlett Johansson, Takeshi Kitano, Michael Pitt, Pilou Asbæk, Chin Han and Juliette Binoche. Set in a near future when the line between humans and robots is blurring, the plot follows the Major (Johansson), a cyborg supersoldier who investigates her past.
",https://en.wikipedia.org/wiki/Ghost_in_the_Shell_(2017_film)
297,Iron Man 2 - Wikipedia,"Iron Man 2 is a 2010 American superhero film based on the Marvel Comics character Iron Man. Produced by Marvel Studios and distributed by Paramount Pictures,[N 1] it is the sequel to Iron Man (2008) and the third film in the Marvel Cinematic Universe (MCU). Directed by Jon Favreau and written by Justin Theroux, the film stars Robert Downey Jr. as Tony Stark / Iron Man alongside Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Mickey Rourke, and Samuel L. Jackson. Six months after Iron Man, Tony Stark resists calls from the United States government to hand over the Iron Man technology, which is causing his declining health. Meanwhile, Russian scientist Ivan Vanko (Rourke) uses his own version of the technology to pursue a vendetta against the Stark family.
","Iron Man 2 is a 2010 American superhero film based on the Marvel Comics character Iron Man. Produced by Marvel Studios and distributed by Paramount Pictures,[N 1] it is the sequel to Iron Man (2008) and the third film in the Marvel Cinematic Universe (MCU). Directed by Jon Favreau and written by Justin Theroux, the film stars Robert Downey Jr. as Tony Stark / Iron Man alongside Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Mickey Rourke, and Samuel L. Jackson. Six months after Iron Man, Tony Stark resists calls from the United States government to hand over the Iron Man technology, which is causing his declining health. Meanwhile, Russian scientist Ivan Vanko (Rourke) uses his own version of the technology to pursue a vendetta against the Stark family.
",https://en.wikipedia.org/wiki/Iron_Man_2
298,Iron Man 3 - Wikipedia,"Iron Man 3 (titled onscreen as Iron Man Three)[4][5] is a 2013 American superhero film based on the Marvel Comics character Iron Man, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.[N 1] It is the sequel to Iron Man (2008) and Iron Man 2 (2010), and the seventh film in the Marvel Cinematic Universe (MCU). The film was directed by Shane Black from a screenplay he co-wrote with Drew Pearce, and stars Robert Downey Jr. as Tony Stark / Iron Man alongside Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Stéphanie Szostak, James Badge Dale, William Sadler, Miguel Ferrer, Jon Favreau, and Ben Kingsley. In Iron Man 3, Tony Stark wrestles with the ramifications of the events of The Avengers during a national terrorism campaign on the United States led by the mysterious Mandarin.
","Iron Man 3 (titled onscreen as Iron Man Three)[4][5] is a 2013 American superhero film based on the Marvel Comics character Iron Man, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.[N 1] It is the sequel to Iron Man (2008) and Iron Man 2 (2010), and the seventh film in the Marvel Cinematic Universe (MCU). The film was directed by Shane Black from a screenplay he co-wrote with Drew Pearce, and stars Robert Downey Jr. as Tony Stark / Iron Man alongside Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Stéphanie Szostak, James Badge Dale, William Sadler, Miguel Ferrer, Jon Favreau, and Ben Kingsley. In Iron Man 3, Tony Stark wrestles with the ramifications of the events of The Avengers during a national terrorism campaign on the United States led by the mysterious Mandarin.
",https://en.wikipedia.org/wiki/Iron_Man_3
299,X-Men (film series) - Wikipedia,"X-Men is an American superhero film series based on the Marvel Comics superhero team of the same name. 20th Century Fox[Note 1] obtained the film rights to the team and other related characters in 1994 for $2,600,000. After numerous drafts, Bryan Singer was hired to direct the first film, released in 2000, and its sequel, X2 (2003), while the third installment of the original trilogy, X-Men: The Last Stand (2006), was directed by Brett Ratner.
","X-Men is an American superhero film series based on the Marvel Comics superhero team of the same name. 20th Century Fox[Note 1] obtained the film rights to the team and other related characters in 1994 for $2,600,000. After numerous drafts, Bryan Singer was hired to direct the first film, released in 2000, and its sequel, X2 (2003), while the third installment of the original trilogy, X-Men: The Last Stand (2006), was directed by Brett Ratner.
",https://en.wikipedia.org/wiki/X-Men_(film_series)
300,The Avengers (2012 film) - Wikipedia,"Marvel's The Avengers[4] (classified under the name Marvel Avengers Assemble in the United Kingdom and Ireland),[1][5] or simply The Avengers, is a 2012 American superhero film based on the Marvel Comics superhero team of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures,[N 1] it is the sixth film in the Marvel Cinematic Universe (MCU). Written and directed by Joss Whedon, the film features an ensemble cast including Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, and Jeremy Renner as the Avengers, alongside Tom Hiddleston, Stellan Skarsgård, and Samuel L. Jackson. In the film, Nick Fury and the spy agency S.H.I.E.L.D. recruit Tony Stark, Steve Rogers, Bruce Banner, Thor, Natasha Romanoff, and Clint Barton to form a team capable of stopping Thor's brother Loki from subjugating Earth.
","Marvel's The Avengers[4] (classified under the name Marvel Avengers Assemble in the United Kingdom and Ireland),[1][5] or simply The Avengers, is a 2012 American superhero film based on the Marvel Comics superhero team of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures,[N 1] it is the sixth film in the Marvel Cinematic Universe (MCU). Written and directed by Joss Whedon, the film features an ensemble cast including Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, and Jeremy Renner as the Avengers, alongside Tom Hiddleston, Stellan Skarsgård, and Samuel L. Jackson. In the film, Nick Fury and the spy agency S.H.I.E.L.D. recruit Tony Stark, Steve Rogers, Bruce Banner, Thor, Natasha Romanoff, and Clint Barton to form a team capable of stopping Thor's brother Loki from subjugating Earth.
",https://en.wikipedia.org/wiki/The_Avengers_(2012_film)
301,Deadpool (film) - Wikipedia,"Deadpool is a 2016 American superhero film based on the Marvel Comics character of the same name. Distributed by 20th Century Fox, it is a spin-off in the X-Men film series and the eighth installment overall. Directed by Tim Miller (in his feature directorial debut) and written by Rhett Reese and Paul Wernick, it stars Ryan Reynolds in the title role alongside Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, and Brianna Hildebrand. In the film, Wade Wilson hunts the man who gave him mutant abilities and a scarred physical appearance, becoming the antihero Deadpool.
","Deadpool is a 2016 American superhero film based on the Marvel Comics character of the same name. Distributed by 20th Century Fox, it is a spin-off in the X-Men film series and the eighth installment overall. Directed by Tim Miller (in his feature directorial debut) and written by Rhett Reese and Paul Wernick, it stars Ryan Reynolds in the title role alongside Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, and Brianna Hildebrand. In the film, Wade Wilson hunts the man who gave him mutant abilities and a scarred physical appearance, becoming the antihero Deadpool.
",https://en.wikipedia.org/wiki/Deadpool_(film)
302,Guardians of the Galaxy (film) - Wikipedia,"Guardians of the Galaxy (retroactively referred to as Guardians of the Galaxy Vol. 1)[4][5] is a 2014 American superhero film based on the Marvel Comics superhero team of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the 10th film in the Marvel Cinematic Universe (MCU). Directed by James Gunn, who wrote the screenplay with Nicole Perlman, it features an ensemble cast including Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, and Bradley Cooper as the titular Guardians, along with Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, and Benicio del Toro. In the film, Peter Quill and a group of extraterrestrial criminals go on the run after stealing a powerful artifact.
","Guardians of the Galaxy (retroactively referred to as Guardians of the Galaxy Vol. 1)[4][5] is a 2014 American superhero film based on the Marvel Comics superhero team of the same name. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the 10th film in the Marvel Cinematic Universe (MCU). Directed by James Gunn, who wrote the screenplay with Nicole Perlman, it features an ensemble cast including Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, and Bradley Cooper as the titular Guardians, along with Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, and Benicio del Toro. In the film, Peter Quill and a group of extraterrestrial criminals go on the run after stealing a powerful artifact.
",https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film)
303,Epic film - Wikipedia,"Epic historical films would usually take a historical or a mythical event and add an extravagant setting and lavish costumes, accompanied by an expansive musical score with an ensemble cast, which would make them among the most expensive of films to produce. The most common subjects of epic films are royalty, and important figures from various periods in world history.[1]
","Epic historical films would usually take a historical or a mythical event and add an extravagant setting and lavish costumes, accompanied by an expansive musical score with an ensemble cast, which would make them among the most expensive of films to produce. The most common subjects of epic films are royalty, and important figures from various periods in world history.[1]
",https://en.wikipedia.org/wiki/Epic_film
304,Battleship (film) - Wikipedia,"Battleship is a 2012 American military science fiction action film based on the board game of the same name. The film was directed by Peter Berg from a script by brothers Jon and Erich Hoeber and stars Alexander Skarsgård, Taylor Kitsch, Brooklyn Decker, Rihanna, Tadanobu Asano, Hamish Linklater and Liam Neeson. Filming took place in Hawaii and on USS Missouri. In the film, the crews of a small group of warships are forced to battle against a naval fleet of extraterrestrial origin in order to thwart their destructive goals.
","Battleship is a 2012 American military science fiction action film based on the board game of the same name. The film was directed by Peter Berg from a script by brothers Jon and Erich Hoeber and stars Alexander Skarsgård, Taylor Kitsch, Brooklyn Decker, Rihanna, Tadanobu Asano, Hamish Linklater and Liam Neeson. Filming took place in Hawaii and on USS Missouri. In the film, the crews of a small group of warships are forced to battle against a naval fleet of extraterrestrial origin in order to thwart their destructive goals.
",https://en.wikipedia.org/wiki/Battleship_(film)
305,Gravity (2013 film) - Wikipedia,"Gravity is a 2013 science fiction thriller film directed by Alfonso Cuarón, who also co-wrote, co-edited, and produced the film. It stars Sandra Bullock and George Clooney as American astronauts who are stranded in space after the mid-orbit destruction of their Space Shuttle, and attempt to return to Earth.
","Gravity is a 2013 science fiction thriller film directed by Alfonso Cuarón, who also co-wrote, co-edited, and produced the film. It stars Sandra Bullock and George Clooney as American astronauts who are stranded in space after the mid-orbit destruction of their Space Shuttle, and attempt to return to Earth.
",https://en.wikipedia.org/wiki/Gravity_(2013_film)
306,Elysium (film) - Wikipedia,"Elysium is a 2013 American dystopian science fiction action film written, produced, and directed by Neill Blomkamp. It stars Matt Damon, Jodie Foster, Alice Braga, and Sharlto Copley.[4] The film takes place on both a ravaged Earth and a luxurious artificial world (Stanford torus design, one of the proposed NASA designs) called Elysium.[5] The film itself offers deliberate social commentary that explores political and sociological themes such as immigration, overpopulation, transhumanism, health care, worker exploitation, the justice system, and social class issues.[6]
","Elysium is a 2013 American dystopian science fiction action film written, produced, and directed by Neill Blomkamp. It stars Matt Damon, Jodie Foster, Alice Braga, and Sharlto Copley.[4] The film takes place on both a ravaged Earth and a luxurious artificial world (Stanford torus design, one of the proposed NASA designs) called Elysium.[5] The film itself offers deliberate social commentary that explores political and sociological themes such as immigration, overpopulation, transhumanism, health care, worker exploitation, the justice system, and social class issues.[6]
",https://en.wikipedia.org/wiki/Elysium_(film)
307,Interstellar (film) - Wikipedia,"Interstellar is a 2014 epic science-fiction film co-written, directed, and produced by Christopher Nolan. It stars Matthew McConaughey, Anne Hathaway, Jessica Chastain, Bill Irwin, Ellen Burstyn, Matt Damon, and Michael Caine. Set in a dystopian future where humanity is struggling to survive, the film follows a group of astronauts who travel through a wormhole near Saturn in search of a new home for mankind.
","Interstellar is a 2014 epic science-fiction film co-written, directed, and produced by Christopher Nolan. It stars Matthew McConaughey, Anne Hathaway, Jessica Chastain, Bill Irwin, Ellen Burstyn, Matt Damon, and Michael Caine. Set in a dystopian future where humanity is struggling to survive, the film follows a group of astronauts who travel through a wormhole near Saturn in search of a new home for mankind.
",https://en.wikipedia.org/wiki/Interstellar_(film)
308,Mad Max: Fury Road - Wikipedia,"Mad Max: Fury Road is a 2015 Australian post-apocalyptic action film co-written, co-produced, and directed by George Miller. Miller collaborated with Brendan McCarthy and Nico Lathouris on the screenplay. The fourth instalment and a reboot[7] of the Mad Max franchise, it was produced by Village Roadshow Pictures, Kennedy Miller Mitchell, and RatPac-Dune Entertainment and distributed by Roadshow Entertainment in Australia and by Warner Bros. Pictures internationally. The film stars Tom Hardy and Charlize Theron, with Nicholas Hoult, Hugh Keays-Byrne, Rosie Huntington-Whiteley, Riley Keough, Zoë Kravitz, Abbey Lee, and Courtney Eaton in supporting roles. Set in a post-apocalyptic desert wasteland where petrol and water are scarce commodities, Fury Road follows Max Rockatansky, who joins forces with Imperator Furiosa against cult leader Immortan Joe and his army, leading to a lengthy road battle.
","Mad Max: Fury Road is a 2015 Australian post-apocalyptic action film co-written, co-produced, and directed by George Miller. Miller collaborated with Brendan McCarthy and Nico Lathouris on the screenplay. The fourth instalment and a reboot[7] of the Mad Max franchise, it was produced by Village Roadshow Pictures, Kennedy Miller Mitchell, and RatPac-Dune Entertainment and distributed by Roadshow Entertainment in Australia and by Warner Bros. Pictures internationally. The film stars Tom Hardy and Charlize Theron, with Nicholas Hoult, Hugh Keays-Byrne, Rosie Huntington-Whiteley, Riley Keough, Zoë Kravitz, Abbey Lee, and Courtney Eaton in supporting roles. Set in a post-apocalyptic desert wasteland where petrol and water are scarce commodities, Fury Road follows Max Rockatansky, who joins forces with Imperator Furiosa against cult leader Immortan Joe and his army, leading to a lengthy road battle.
",https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road
309,2015 in film - Wikipedia,"Richard Brody of The New Yorker described 2015 as, ""one of Hollywood's worst years"" but also stated that it was also ""a terrific year for movies over all"". He emphasized that, ""The anticipated Oscarizables have mainly ranged from the blandly enjoyable to the droningly disastrous. Partly, the problem is merely one of scheduling: most of Hollywood's inspired directors, the ones whose images have a natural musical sublimity and complexity, weren't on call this year. My list reflects the unfortunate accident of a calendar year with no release by many of the best American directors working in or out of the Hollywood system, such as Martin Scorsese, Sofia Coppola, Wes Anderson, Miranda July, Terrence Malick, James Gray, David Fincher, Steven Soderbergh, and Paul Thomas Anderson.""[1]
","Richard Brody of The New Yorker described 2015 as, ""one of Hollywood's worst years"" but also stated that it was also ""a terrific year for movies over all"". He emphasized that, ""The anticipated Oscarizables have mainly ranged from the blandly enjoyable to the droningly disastrous. Partly, the problem is merely one of scheduling: most of Hollywood's inspired directors, the ones whose images have a natural musical sublimity and complexity, weren't on call this year. My list reflects the unfortunate accident of a calendar year with no release by many of the best American directors working in or out of the Hollywood system, such as Martin Scorsese, Sofia Coppola, Wes Anderson, Miranda July, Terrence Malick, James Gray, David Fincher, Steven Soderbergh, and Paul Thomas Anderson.""[1]
",https://en.wikipedia.org/wiki/2015_in_film
310,The Martian (film) - Wikipedia,"The Martian is a 2015 science fiction film directed by Ridley Scott and starring Matt Damon. Drew Goddard adapted the screenplay from the 2011 novel The Martian by Andy Weir. The film depicts an astronaut's lone struggle to survive on Mars after being left behind and the efforts of NASA to rescue him and bring him home to Earth. It also stars Jessica Chastain, Jeff Daniels, Kristen Wiig, Chiwetel Ejiofor, Sean Bean, Michael Peña, Kate Mara, Sebastian Stan, Aksel Hennie, Mackenzie Davis, Donald Glover, and Benedict Wong.
","The Martian is a 2015 science fiction film directed by Ridley Scott and starring Matt Damon. Drew Goddard adapted the screenplay from the 2011 novel The Martian by Andy Weir. The film depicts an astronaut's lone struggle to survive on Mars after being left behind and the efforts of NASA to rescue him and bring him home to Earth. It also stars Jessica Chastain, Jeff Daniels, Kristen Wiig, Chiwetel Ejiofor, Sean Bean, Michael Peña, Kate Mara, Sebastian Stan, Aksel Hennie, Mackenzie Davis, Donald Glover, and Benedict Wong.
",https://en.wikipedia.org/wiki/The_Martian_(film)
311,Arrival (film) - Wikipedia,"Arrival is a 2016 American science fiction drama film directed by Denis Villeneuve and adapted by Eric Heisserer, who conceived the project as a spec script based on the 1998 short story ""Story of Your Life"" by Ted Chiang. The film stars Amy Adams as Louise Banks, a linguist enlisted by the United States Army to discover how to communicate with extraterrestrials who have arrived on Earth before tensions lead to war. Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, and Tzi Ma appear in supporting roles.
","Arrival is a 2016 American science fiction drama film directed by Denis Villeneuve and adapted by Eric Heisserer, who conceived the project as a spec script based on the 1998 short story ""Story of Your Life"" by Ted Chiang. The film stars Amy Adams as Louise Banks, a linguist enlisted by the United States Army to discover how to communicate with extraterrestrials who have arrived on Earth before tensions lead to war. Jeremy Renner, Forest Whitaker, Michael Stuhlbarg, and Tzi Ma appear in supporting roles.
",https://en.wikipedia.org/wiki/Arrival_(film)
312,2016 in film - Wikipedia,"In his article highlighting the best films of 2016, Richard Brody of The New Yorker stated, ""Hollywood is the world's best money-laundering machine. It takes in huge amounts of money from the sale of mass-market commodities and cleanses some of it with the production of cinematic masterworks. Earning billions of dollars from C.G.I. comedies for children, superhero movies, sci-fi apocalypses, and other popular genres, the big studios channel some of those funds into movies by Wes Anderson, Sofia Coppola, Spike Lee, Martin Scorsese, James Gray, and other worthies. Sometimes there's even an overlap between the two groups of movies, as when Ryan Coogler made Creed, or when Scorsese made the modernist horror instant-classic Shutter Island, or when Clint Eastwood makes just about anything.""[1]
","In his article highlighting the best films of 2016, Richard Brody of The New Yorker stated, ""Hollywood is the world's best money-laundering machine. It takes in huge amounts of money from the sale of mass-market commodities and cleanses some of it with the production of cinematic masterworks. Earning billions of dollars from C.G.I. comedies for children, superhero movies, sci-fi apocalypses, and other popular genres, the big studios channel some of those funds into movies by Wes Anderson, Sofia Coppola, Spike Lee, Martin Scorsese, James Gray, and other worthies. Sometimes there's even an overlap between the two groups of movies, as when Ryan Coogler made Creed, or when Scorsese made the modernist horror instant-classic Shutter Island, or when Clint Eastwood makes just about anything.""[1]
",https://en.wikipedia.org/wiki/2016_in_film
313,Passengers (2016 film) - Wikipedia,"Passengers is a 2016 American science-fiction romance film directed by Morten Tyldum, written by Jon Spaihts and starring Jennifer Lawrence and Chris Pratt. The supporting cast features Michael Sheen, Laurence Fishburne and Andy García. The film follows two passengers on an immense interstellar spacecraft carrying thousands of people to a colony 60 light years from Earth, when the two are awakened 90 years early from their induced hibernation.
","Passengers is a 2016 American science-fiction romance film directed by Morten Tyldum, written by Jon Spaihts and starring Jennifer Lawrence and Chris Pratt. The supporting cast features Michael Sheen, Laurence Fishburne and Andy García. The film follows two passengers on an immense interstellar spacecraft carrying thousands of people to a colony 60 light years from Earth, when the two are awakened 90 years early from their induced hibernation.
",https://en.wikipedia.org/wiki/Passengers_(2016_film)
314,Blade Runner 2049 - Wikipedia,"Blade Runner 2049 is a 2017 American neo-noir science fiction film directed by Denis Villeneuve and written by Hampton Fancher and Michael Green.[10] A sequel to the 1982 film Blade Runner, the film stars Ryan Gosling and Harrison Ford, with Ana de Armas, Sylvia Hoeks, Robin Wright, Mackenzie Davis, Dave Bautista, and Jared Leto in supporting roles. Ford and Edward James Olmos reprise their roles from the original film. Gosling plays K, a Nexus-9 replicant ""blade runner"" who uncovers a secret that threatens to destabilize society and the course of civilization.
","Blade Runner 2049 is a 2017 American neo-noir science fiction film directed by Denis Villeneuve and written by Hampton Fancher and Michael Green.[10] A sequel to the 1982 film Blade Runner, the film stars Ryan Gosling and Harrison Ford, with Ana de Armas, Sylvia Hoeks, Robin Wright, Mackenzie Davis, Dave Bautista, and Jared Leto in supporting roles. Ford and Edward James Olmos reprise their roles from the original film. Gosling plays K, a Nexus-9 replicant ""blade runner"" who uncovers a secret that threatens to destabilize society and the course of civilization.
",https://en.wikipedia.org/wiki/Blade_Runner_2049
315,2017 in film - Wikipedia,"Richard Brody of The New Yorker observed that for 2017, ""the most important event in the world of movies was the revelation, in The New York Times and The New Yorker, of sexual abuse by Harvey Weinstein, and the resulting liberation of the long-stifled voices of the people who had been abused by him or other powerful figures in the movie business, and, for that matter, in other arts and industries, too."" He emphasizes that in effect, ""[w]hat's missing from the year-end list, and from the era in movies, isn't only the unmade work by these filmmakers but the artistry and the careers of cast and crew members who would have been in their unrealized films.""[1]
","Richard Brody of The New Yorker observed that for 2017, ""the most important event in the world of movies was the revelation, in The New York Times and The New Yorker, of sexual abuse by Harvey Weinstein, and the resulting liberation of the long-stifled voices of the people who had been abused by him or other powerful figures in the movie business, and, for that matter, in other arts and industries, too."" He emphasizes that in effect, ""[w]hat's missing from the year-end list, and from the era in movies, isn't only the unmade work by these filmmakers but the artistry and the careers of cast and crew members who would have been in their unrealized films.""[1]
",https://en.wikipedia.org/wiki/2017_in_film
316,Academy Awards - Wikipedia,"The Academy Awards, better known as the Oscars,[1] are awards for artistic and technical merit for the American and international film industry. The awards are regarded by many as the most prestigious, significant awards in the entertainment industry worldwide.[2][3][4] Given annually by the Academy of Motion Picture Arts and Sciences (AMPAS), the awards are an international recognition of excellence in cinematic achievements, as assessed by the Academy's voting membership. The various category winners are awarded a copy of a golden statuette as a trophy, officially called the ""Academy Award of Merit"", although more commonly referred to by its nickname, the ""Oscar"". The statuette, depicting a knight rendered in the Art Deco style, was originally sculpted by Los Angeles artist George Stanley from a design sketch by art director Cedric Gibbons.[5]
","The Academy Awards, better known as the Oscars,[1] are awards for artistic and technical merit for the American and international film industry. The awards are regarded by many as the most prestigious, significant awards in the entertainment industry worldwide.[2][3][4] Given annually by the Academy of Motion Picture Arts and Sciences (AMPAS), the awards are an international recognition of excellence in cinematic achievements, as assessed by the Academy's voting membership. The various category winners are awarded a copy of a golden statuette as a trophy, officially called the ""Academy Award of Merit"", although more commonly referred to by its nickname, the ""Oscar"". The statuette, depicting a knight rendered in the Art Deco style, was originally sculpted by Los Angeles artist George Stanley from a design sketch by art director Cedric Gibbons.[5]
",https://en.wikipedia.org/wiki/Academy_Awards
317,Young adult fiction - Wikipedia,"Young adult fiction (YA) is a category of fiction written for readers from 12 to 18 years of age.[1][2] While the genre is primarily targeted at adolescents, approximately half of YA readers are adults.[3]
","Young adult fiction (YA) is a category of fiction written for readers from 12 to 18 years of age.[1][2] While the genre is primarily targeted at adolescents, approximately half of YA readers are adults.[3]
",https://en.wikipedia.org/wiki/Young_adult_fiction
